article.type,cue.memory.cutoff,cue.memory.policy,cue.memory.total.recipients,education,gender,gender.original,gk.Cheney,gk.Cheney.original,initial.like,ncog1,ncog3,ncog4,ncog5,ncog6,ncog7,state,year.of.birth,cue.condition,Demsupp,Demopp,female,male,age,age.legit,educ.low,Northeast,North.Central,South,West,region,PID.pre
con_Demsupp,about $500 a month,reduce,about 1 million,12th,female,female,TRUE,vice president,disapprove strongly,slightly prefer simple problem,a moderate amount,"slightly prefer small, daily p",dislike somewhat,dislike somewhat,slightly more satisfied than r,TX,1951,Demsupp,TRUE,FALSE,TRUE,FALSE,57,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_Demsupp,"about $2,500 a month",expand,about 1 million,some college,female,Female,TRUE,Vice President,approve strongly,no preference,a great deal,"slightly prefer small, daily p",like a little,like somewhat,somewhat more satisfied than r,WA,1957,Demsupp,TRUE,FALSE,TRUE,FALSE,51,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demsupp,"about $2,500 a month",expand,"about 100,000",some college,female,female,TRUE,vice president,approve somewhat,no preference,a lot,no preference,like a little,dislike a little,slightly more relieved than sa,NY,1986,Demsupp,TRUE,FALSE,TRUE,FALSE,22,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
con_Demsupp,"about $1,500 a month",expand,"about 100,000",12th,female,female,TRUE,vice president,neither approve nor disapprove,greatly prefer simple problems,none,"greatly prefer small, daily pr",dislike a lot,dislike a lot,much more relieved than satisf,MI,1945,Demsupp,TRUE,FALSE,TRUE,FALSE,63,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_Demsupp,"about $1,000 a month",expand,"about 50,000",some college,male,male,TRUE,vice president,neither approve nor disapprove,slightly prefer simple problem,a moderate amount,"slightly prefer small, daily p",neither like nor dislike,dislike somewhat,slightly more relieved than sa,MD,1978,Demsupp,TRUE,FALSE,FALSE,TRUE,30,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_Demsupp,"about $1,000 a month",reduce,"about 100,000",B.A.,male,male,TRUE,VP,disapprove slightly,no preference,a moderate amount,no preference,dislike a little,dislike a little,slightly more satisfied than r,IN,1953,Demsupp,TRUE,FALSE,FALSE,TRUE,55,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_Demsupp,"about $2,500 a month",reduce,"about 50,000",some college,male,Male,TRUE,Vice President of The United Staes of America,approve slightly,greatly prefer complex problem,a lot,"slightly prefer big, long-term",like a lot,like somewhat,relief and satisfaction to the,NV,1954,Demsupp,TRUE,FALSE,FALSE,TRUE,54,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_Demopp,about $500 a month,reduce,about 1 million,Associate's Degree,female,female,TRUE,vice president,disapprove strongly,no preference,a moderate amount,no preference,neither like nor dislike,like somewhat,relief and satisfaction to the,IL,1965,Demopp,FALSE,TRUE,TRUE,FALSE,43,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_Demopp,about $500 a month,neither,"about 100,000",12th,female,Female,TRUE,vice president,disapprove slightly,no preference,a lot,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the,IL,1940,Demopp,FALSE,TRUE,TRUE,FALSE,68,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_Demsupp,about $500 a month,reduce,"about 100,000",12th,female,Female,TRUE,VP,disapprove strongly,greatly prefer simple problems,a moderate amount,"greatly prefer small, daily pr",dislike a lot,dislike a lot,much more relieved than satisf,FL,1978,Demsupp,TRUE,FALSE,TRUE,FALSE,30,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_Demopp,about $500 a month,reduce,"about 100,000",B.A.,male,male,TRUE,vice president,disapprove strongly,no preference,a lot,no preference,like a little,like somewhat,somewhat more satisfied than r,MI,1950,Demopp,FALSE,TRUE,FALSE,TRUE,58,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_nocue,"about $1,500 a month",reduce,"about 100,000",some college,female,female,TRUE,Vice President,disapprove slightly,greatly prefer simple problems,a moderate amount,"slightly prefer big, long-term",dislike somewhat,like a little,slightly more relieved than sa,KS,1989,nocue,FALSE,FALSE,TRUE,FALSE,19,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_nocue,"about $2,000 a month",reduce,about 1 million,12th,male,Male,TRUE,Vice President,disapprove slightly,somewhat prefer complex proble,a lot,"slightly prefer small, daily p",dislike somewhat,neither like nor dislike,relief and satisfaction to the,GA,1987,nocue,FALSE,FALSE,FALSE,TRUE,21,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_Demopp,"about $2,500 a month",expand,"about 100,000",12th,male,Male,FALSE,Senator,neither approve nor disapprove,greatly prefer simple problems,a lot,no preference,like a little,like somewhat,much more relieved than satisf,IL,1943,Demopp,FALSE,TRUE,FALSE,TRUE,65,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_nocue,"about $2,500 a month",expand,about 1 million,M.A.,male,male,TRUE,vice president,approve somewhat,somewhat prefer complex proble,a great deal,"somewhat prefer big, long-term",like a lot,like a lot,somewhat more satisfied than r,AZ,1932,nocue,FALSE,FALSE,FALSE,TRUE,76,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demsupp,about $500 a month,reduce,"about 100,000",B.A.,male,male,TRUE,Vice President,disapprove somewhat,no preference,a moderate amount,"slightly prefer small, daily p",dislike a little,like a little,slightly more satisfied than r,MO,1932,Demsupp,TRUE,FALSE,FALSE,TRUE,76,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_Demsupp,about $500 a month,reduce,"about 100,000",12th,female,Female,FALSE,NA,disapprove strongly,slightly prefer complex proble,a great deal,"somewhat prefer big, long-term",dislike a lot,like somewhat,relief and satisfaction to the,OH,1929,Demsupp,TRUE,FALSE,TRUE,FALSE,79,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_nocue,about $500 a month,reduce,"about 100,000",12th,female,Female,TRUE,Vice President,disapprove strongly,somewhat prefer simple problem,a moderate amount,"slightly prefer small, daily p",dislike somewhat,neither like nor dislike,slightly more relieved than sa,TX,1944,nocue,FALSE,FALSE,TRUE,FALSE,64,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,about $500 a month,reduce,"about 50,000",12th,female,female,TRUE,Vice President,disapprove strongly,somewhat prefer simple problem,a lot,"greatly prefer small, daily pr",like a little,like a little,somewhat more satisfied than r,ME,1935,Demsupp,TRUE,FALSE,TRUE,FALSE,73,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
lib_nocue,"about $1,000 a month",expand,"about 100,000",12th,male,male,TRUE,vice priesident,approve somewhat,no preference,a moderate amount,no preference,dislike a little,dislike a little,relief and satisfaction to the,IL,1963,nocue,FALSE,FALSE,FALSE,TRUE,45,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_Demopp,"about $2,000 a month",expand,"about 100,000",some college,female,Female,TRUE,Vice President,neither approve nor disapprove,somewhat prefer complex proble,a great deal,"greatly prefer small, daily pr",like a little,dislike a little,much more satisfied than relie,AZ,1946,Demopp,FALSE,TRUE,TRUE,FALSE,62,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
lib_nocue,"about $2,500 a month",expand,"about 100,000",some college,female,FEMALE,FALSE,NA,approve somewhat,slightly prefer complex proble,a moderate amount,"slightly prefer small, daily p",dislike a little,like a little,slightly more satisfied than r,NV,1940,nocue,FALSE,FALSE,TRUE,FALSE,68,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_nocue,about $500 a month,neither,about 1 million,M.A.,male,male,TRUE,vice president,disapprove slightly,no preference,a moderate amount,"slightly prefer small, daily p",like a little,like a little,relief and satisfaction to the,CA,1947,nocue,FALSE,FALSE,FALSE,TRUE,61,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demsupp,"about $2,000 a month",expand,about 1 million,M.A.,male,male,TRUE,Vice-President of the United States of America,approve somewhat,no preference,a lot,"somewhat prefer big, long-term",neither like nor dislike,like a lot,much more satisfied than relie,CT,1937,Demsupp,TRUE,FALSE,FALSE,TRUE,71,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
con_Demsupp,about $500 a month,reduce,"about 100,000",B.A.,male,male,TRUE,vice president,disapprove somewhat,no preference,a moderate amount,"somewhat prefer big, long-term",like a little,like somewhat,somewhat more satisfied than r,NM,1962,Demsupp,TRUE,FALSE,FALSE,TRUE,46,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_Demopp,about $500 a month,reduce,"about 100,000",some college,male,male,TRUE,Vice President,disapprove strongly,greatly prefer simple problems,a great deal,"greatly prefer small, daily pr",dislike a lot,like a little,relief and satisfaction to the,PA,1949,Demopp,FALSE,TRUE,FALSE,TRUE,59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
lib_nocue,"about $2,500 a month",expand,about 1 million,B.A.,male,male,TRUE,vp,approve somewhat,no preference,a lot,no preference,neither like nor dislike,like somewhat,relief and satisfaction to the,FL,1979,nocue,FALSE,FALSE,FALSE,TRUE,29,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,"about $1,000 a month",neither,"about 100,000",12th,female,female,TRUE,VP,disapprove somewhat,slightly prefer complex proble,a lot,"somewhat prefer big, long-term",like a little,like somewhat,relief and satisfaction to the,TX,1957,Demsupp,TRUE,FALSE,TRUE,FALSE,51,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_nocue,"about $2,000 a month",reduce,"about 50,000",B.A.,female,female,FALSE,NA,approve slightly,slightly prefer simple problem,a lot,"greatly prefer small, daily pr",dislike somewhat,dislike somewhat,slightly more relieved than sa,NC,1970,nocue,FALSE,FALSE,TRUE,FALSE,38,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_Demsupp,about $500 a month,neither,"about 500,000",Associate's Degree,male,male,TRUE,vice president,approve somewhat,slightly prefer complex proble,a great deal,"slightly prefer small, daily p",dislike somewhat,like somewhat,somewhat more satisfied than r,NJ,1942,Demsupp,TRUE,FALSE,FALSE,TRUE,66,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
con_Demopp,about $500 a month,reduce,"about 100,000",B.A.,female,female,FALSE,governor,disapprove strongly,no preference,a moderate amount,"greatly prefer small, daily pr",neither like nor dislike,like somewhat,much more satisfied than relie,FL,1980,Demopp,FALSE,TRUE,TRUE,FALSE,28,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_Demopp,"about $1,500 a month",reduce,"about 100,000",M.A.,male,MALE,TRUE,VICE PRESIDENT,disapprove strongly,somewhat prefer complex proble,a great deal,"somewhat prefer small, daily p",neither like nor dislike,like somewhat,somewhat more satisfied than r,PA,1956,Demopp,FALSE,TRUE,FALSE,TRUE,52,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
con_Demopp,about $500 a month,reduce,about 1 million,B.A.,female,female,TRUE,Vice President,neither approve nor disapprove,somewhat prefer simple problem,a great deal,"somewhat prefer small, daily p",like a lot,neither like nor dislike,somewhat more satisfied than r,GA,1967,Demopp,FALSE,TRUE,TRUE,FALSE,41,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_Demopp,"about $2,000 a month",expand,"about 100,000",some college,male,male,TRUE,Vice President,disapprove slightly,slightly prefer simple problem,a moderate amount,"somewhat prefer big, long-term",dislike somewhat,like a little,slightly more relieved than sa,MA,1964,Demopp,FALSE,TRUE,FALSE,TRUE,44,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
lib_Demsupp,"about $1,500 a month",expand,"about 100,000",B.A.,female,female,TRUE,vice president,approve somewhat,somewhat prefer simple problem,a moderate amount,"somewhat prefer small, daily p",like a little,dislike a little,somewhat more satisfied than r,MD,1958,Demsupp,TRUE,FALSE,TRUE,FALSE,50,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_Demopp,"about $2,000 a month",expand,"about 100,000",B.A.,female,Female,TRUE,vice president,approve somewhat,somewhat prefer complex proble,a lot,"somewhat prefer big, long-term",like somewhat,like somewhat,somewhat more satisfied than r,NC,1964,Demopp,FALSE,TRUE,TRUE,FALSE,44,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,about $500 a month,reduce,"about 100,000",Associate's Degree,female,Female,FALSE,NA,disapprove somewhat,no preference,a moderate amount,no preference,dislike somewhat,neither like nor dislike,relief and satisfaction to the,PA,1950,Demsupp,TRUE,FALSE,TRUE,FALSE,58,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
lib_nocue,"about $2,000 a month",expand,NA,12th,female,female,TRUE,Vp,neither approve nor disapprove,no preference,a moderate amount,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the,NM,1968,nocue,FALSE,FALSE,TRUE,FALSE,40,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_Demsupp,"about $1,500 a month",expand,"about 500,000",some college,female,Female,TRUE,Vice President,approve somewhat,no preference,a lot,no preference,like somewhat,neither like nor dislike,much more satisfied than relie,MS,1964,Demsupp,TRUE,FALSE,TRUE,FALSE,44,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demopp,about $500 a month,reduce,about 1 million,B.A.,female,female,TRUE,vice president,disapprove slightly,slightly prefer complex proble,a lot,"slightly prefer big, long-term",neither like nor dislike,like a little,somewhat more satisfied than r,WA,1978,Demopp,FALSE,TRUE,TRUE,FALSE,30,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
lib_nocue,"about $2,500 a month",reduce,"about 100,000",some college,male,male,TRUE,vice president,disapprove strongly,no preference,a great deal,no preference,neither like nor dislike,like a lot,much more satisfied than relie,IN,1958,nocue,FALSE,FALSE,FALSE,TRUE,50,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_nocue,"about $2,000 a month",expand,"about 50,000",B.A.,female,Female,TRUE,Vice President,approve somewhat,somewhat prefer complex proble,a lot,"slightly prefer big, long-term",like a little,like somewhat,somewhat more satisfied than r,NY,1987,nocue,FALSE,FALSE,TRUE,FALSE,21,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
lib_Demsupp,"about $2,000 a month",reduce,"about 100,000",B.A.,female,female,TRUE,Vice President,approve slightly,slightly prefer simple problem,a moderate amount,"slightly prefer big, long-term",dislike a little,neither like nor dislike,somewhat more relieved than sa,LA,1964,Demsupp,TRUE,FALSE,TRUE,FALSE,44,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_nocue,"about $2,000 a month",expand,about 1 million,Associate's Degree,female,female,FALSE,secertary of defense,disapprove somewhat,greatly prefer complex problem,a great deal,no preference,like a little,like a lot,much more satisfied than relie,VA,1985,nocue,FALSE,FALSE,TRUE,FALSE,23,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_nocue,"about $1,500 a month",expand,"about 100,000",Associate's Degree,male,m,TRUE,vp,approve slightly,greatly prefer complex problem,a lot,"greatly prefer small, daily pr",like a lot,like somewhat,somewhat more relieved than sa,WI,1956,nocue,FALSE,FALSE,FALSE,TRUE,52,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_nocue,"about $2,500 a month",expand,"about 100,000",B.A.,female,female,FALSE,dont know,neither approve nor disapprove,somewhat prefer simple problem,a moderate amount,"slightly prefer small, daily p",dislike somewhat,dislike somewhat,slightly more relieved than sa,MO,1980,nocue,FALSE,FALSE,TRUE,FALSE,28,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_nocue,about $500 a month,reduce,about 1 million,some college,female,female,TRUE,vice pres and he s a republican,disapprove somewhat,no preference,a moderate amount,no preference,dislike a little,like a little,somewhat more satisfied than r,OR,1959,nocue,FALSE,FALSE,TRUE,FALSE,49,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demsupp,"about $1,500 a month",reduce,about 1 million,some college,female,female,TRUE,Vice President,approve slightly,slightly prefer complex proble,a lot,"slightly prefer big, long-term",like a little,like a little,somewhat more satisfied than r,MO,1977,Demsupp,TRUE,FALSE,TRUE,FALSE,31,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_Demopp,"about $1,500 a month",expand,"about 50,000",some college,female,female,TRUE,vp,approve strongly,no preference,a lot,"slightly prefer big, long-term",dislike a little,like a little,slightly more satisfied than r,MO,1947,Demopp,FALSE,TRUE,TRUE,FALSE,61,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_nocue,NA,reduce,"about 100,000",M.A.,male,m,TRUE,vp,approve strongly,no preference,a lot,no preference,neither like nor dislike,like somewhat,relief and satisfaction to the,NJ,1930,nocue,FALSE,FALSE,FALSE,TRUE,78,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
lib_nocue,"about $2,500 a month",expand,"about 100,000",B.A.,male,male,TRUE,vice president,approve strongly,no preference,a lot,no preference,like somewhat,like a lot,somewhat more satisfied than r,NJ,1950,nocue,FALSE,FALSE,FALSE,TRUE,58,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
con_nocue,about $500 a month,neither,"about 500,000",Associate's Degree,male,male,TRUE,Vice President,approve slightly,somewhat prefer complex proble,a lot,"slightly prefer small, daily p",dislike a little,like a little,somewhat more satisfied than r,CA,1964,nocue,FALSE,FALSE,FALSE,TRUE,44,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
lib_Demsupp,"about $1,500 a month",expand,"about 100,000",12th,female,female,TRUE,vice president,neither approve nor disapprove,slightly prefer simple problem,a little,no preference,dislike a lot,dislike a little,somewhat more relieved than sa,DE,1968,Demsupp,TRUE,FALSE,TRUE,FALSE,40,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_nocue,about $500 a month,neither,about 1 million,M.A.,male,male,TRUE,Vice President,disapprove strongly,somewhat prefer complex proble,a lot,"slightly prefer small, daily p",like somewhat,like somewhat,somewhat more satisfied than r,AK,1947,nocue,FALSE,FALSE,FALSE,TRUE,61,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
lib_Demsupp,"about $1,500 a month",expand,about 1 million,some college,female,Female,TRUE,Vice President,disapprove somewhat,slightly prefer complex proble,a great deal,"greatly prefer small, daily pr",like somewhat,like somewhat,much more satisfied than relie,MI,1990,Demsupp,TRUE,FALSE,TRUE,FALSE,18,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_Demopp,about $500 a month,reduce,"about 100,000",some college,female,female,TRUE,vice president,disapprove somewhat,somewhat prefer complex proble,a great deal,"slightly prefer small, daily p",like a little,like somewhat,much more satisfied than relie,OH,1971,Demopp,FALSE,TRUE,TRUE,FALSE,37,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
